Date	Max Temp (C)	Min Temp (C)	Mean Temp (C)	Total Rain (mm)	Total Snow (cm)	pais	region	detalle	nota
19/5/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
20/5/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
21/5/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
22/5/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
23/5/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
24/5/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
25/5/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
26/5/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
27/5/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
28/5/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
29/5/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
30/5/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
31/5/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
1/6/2021	21	21	21	1	1	Italia	europa		sin observaciones
2/6/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
3/6/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
4/6/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
5/6/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
6/6/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
7/6/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
8/6/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
9/6/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
10/6/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
11/6/2021	21	21	21	1	1	Italia	europa		sin observaciones
12/6/2021	21	21	21	1	1	Italia	europa	TTT	sin observaciones
13/6/2021	21	21	21	1	1	Italia	europa	RRR	sin observaciones
14/6/2021	21	21	21	1	1	Italia	europa	JJJ	sin observaciones
15/6/2021	21	21	21	1	1	Italia	europa	WWW	sin observaciones
16/6/2021	21	21	21	1	1	Italia	europa	QQQ	sin observaciones
17/6/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
18/6/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
19/6/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
20/6/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
21/6/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
22/6/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
23/6/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
24/6/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
25/6/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
26/6/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
27/6/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
28/6/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
29/6/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
30/6/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
1/7/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
2/7/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
3/7/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
4/7/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
5/7/2021	21	21	21	1	1	Italia	europa		sin observaciones
6/7/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
7/7/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
8/7/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
9/7/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
10/7/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
11/7/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
12/7/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
13/7/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
14/7/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
15/7/2021	21	21	21	1	1	Italia	europa		sin observaciones
16/7/2021	21	21	21	1	1	Italia	europa	TTT	sin observaciones
17/7/2021	21	21	21	1	1	Italia	europa	RRR	sin observaciones
18/7/2021	21	21	21	1	1	Italia	europa	JJJ	sin observaciones
19/7/2021	21	21	21	1	1	Italia	europa	WWW	sin observaciones
20/7/2021	21	21	21	1	1	Italia	europa	QQQ	sin observaciones
21/7/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
22/7/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
23/7/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
24/7/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
25/7/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
26/7/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
27/7/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
28/7/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
29/7/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
30/7/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
31/7/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
1/8/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
2/8/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
3/8/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
4/8/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
5/8/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
6/8/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
7/8/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
8/8/2021	21	21	21	1	1	Italia	europa		sin observaciones
9/8/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
10/8/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
11/8/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
12/8/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
13/8/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
14/8/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
15/8/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
16/8/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
17/8/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
18/8/2021	21	21	21	1	1	Italia	europa		sin observaciones
19/8/2021	21	21	21	1	1	Italia	europa	TTT	sin observaciones
20/8/2021	21	21	21	1	1	Italia	europa	RRR	sin observaciones
21/8/2021	21	21	21	1	1	Italia	europa	JJJ	sin observaciones
22/8/2021	21	21	21	1	1	Italia	europa	WWW	sin observaciones
23/8/2021	21	21	21	1	1	Italia	europa	QQQ	sin observaciones
24/8/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
25/8/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
26/8/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
27/8/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
28/8/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
29/8/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
30/8/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
31/8/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
1/9/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
2/9/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
3/9/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
4/9/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
5/9/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
6/9/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
7/9/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
8/9/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
9/9/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
10/9/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
11/9/2021	21	21	21	1	1	Italia	europa		sin observaciones
12/9/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
13/9/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
14/9/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
15/9/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
16/9/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
17/9/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
18/9/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
19/9/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
20/9/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
21/9/2021	21	21	21	1	1	Italia	europa		sin observaciones
22/9/2021	21	21	21	1	1	Italia	europa	TTT	sin observaciones
23/9/2021	21	21	21	1	1	Italia	europa	RRR	sin observaciones
24/9/2021	21	21	21	1	1	Italia	europa	JJJ	sin observaciones
25/9/2021	21	21	21	1	1	Italia	europa	WWW	sin observaciones
26/9/2021	21	21	21	1	1	Italia	europa	QQQ	sin observaciones
27/9/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
28/9/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
29/9/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
30/9/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
1/10/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
2/10/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
3/10/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
4/10/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
5/10/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
6/10/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
7/10/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
8/10/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
9/10/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
10/10/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
11/10/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
12/10/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
13/10/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
14/10/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
15/10/2021	21	21	21	1	1	Italia	europa		sin observaciones
16/10/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
17/10/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
18/10/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
19/10/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
20/10/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
21/10/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
22/10/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
23/10/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
24/10/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
25/10/2021	21	21	21	1	1	Italia	europa		sin observaciones
26/10/2021	21	21	21	1	1	Italia	europa	TTT	sin observaciones
27/10/2021	21	21	21	1	1	Italia	europa	RRR	sin observaciones
28/10/2021	21	21	21	1	1	Italia	europa	JJJ	sin observaciones
29/10/2021	21	21	21	1	1	Italia	europa	WWW	sin observaciones
30/10/2021	21	21	21	1	1	Italia	europa	QQQ	sin observaciones
31/10/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
1/11/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
2/11/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
3/11/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
4/11/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
5/11/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
6/11/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
7/11/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
8/11/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
9/11/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
10/11/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
11/11/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
12/11/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
13/11/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
14/11/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
15/11/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
16/11/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
17/11/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
18/11/2021	21	21	21	1	1	Italia	europa		sin observaciones
19/11/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
20/11/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
21/11/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
22/11/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
23/11/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
24/11/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
25/11/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
26/11/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
27/11/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
28/11/2021	21	21	21	1	1	Italia	europa		sin observaciones
29/11/2021	21	21	21	1	1	Italia	europa	TTT	sin observaciones
30/11/2021	21	21	21	1	1	Italia	europa	RRR	sin observaciones
1/12/2021	21	21	21	1	1	Italia	europa	JJJ	sin observaciones
2/12/2021	21	21	21	1	1	Italia	europa	WWW	sin observaciones
3/12/2021	21	21	21	1	1	Italia	europa	QQQ	sin observaciones
4/12/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
5/12/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
6/12/2021	21	21	21	1	1	Italia	europa	NNN	sin observaciones
7/12/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
8/12/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
9/12/2021	21	21	21	1	1	Italia	europa	AAA	sin observaciones
10/12/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
11/12/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
12/12/2021	21	21	21	1	1	Italia	europa	BBB	sin observaciones
13/12/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
14/12/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
15/12/2021	21	21	21	1	1	Italia	europa	CCC	sin observaciones
16/12/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
17/12/2021	21	21	21	1	1	Italia	europa	DDD	sin observaciones
18/12/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
19/12/2021	21	21	21	1	1	Italia	europa	EEE	sin observaciones
20/12/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
21/12/2021	21	21	21	1	1	Italia	europa	FFF	sin observaciones
22/12/2021	21	21	21	1	1	Italia	europa		sin observaciones
23/12/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
24/12/2021	21	21	21	1	1	Italia	europa	GGG	sin observaciones
25/12/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
26/12/2021	21	21	21	1	1	Italia	europa	ZZZ	sin observaciones
27/12/2021	21	21	21	1	1	Italia	europa	PPP	sin observaciones
28/12/2021	21	21	21	1	1	Italia	europa	OOO	sin observaciones
29/12/2021	21	21	21	1	1	Italia	europa	KKK	sin observaciones
30/12/2021	21	21	21	1	1	Italia	europa	HHH	sin observaciones
31/12/2021	21	21	21	1	1	Italia	europa	YYY	sin observaciones
1/1/2014	-16.5	-24.6	-20.6	0	0	grecia	europa		sin observaciones
2/1/2014	-22.6	-27.3	-25	0	1.4	grecia	europa	TTT	sin observaciones
3/1/2014	-19.2	-24.3	-21.8	0	0	grecia	europa	RRR	sin observaciones
4/1/2014	-8.6	-23.3	-16	0	0	grecia	europa	JJJ	sin observaciones
5/1/2014	0.3	-12.6	-6.2	12.2	1.8	grecia	europa	WWW	sin observaciones
6/1/2014	7.1	-11.1	-2	14.3	0.4	grecia	europa	QQQ	sin observaciones
7/1/2014	-11.1	-16.6	-13.9	0	0.2	grecia	europa	NNN	sin observaciones
8/1/2014	-8.7	-14.7	-11.7	0	0	grecia	europa	NNN	sin observaciones
9/1/2014	-7.8	-12.3	-10.1	0	0	grecia	europa	NNN	sin observaciones
10/1/2014	-4.5	-14.2	-9.4	0	0	grecia	europa	AAA	sin observaciones
11/1/2014	7.3	-6.4	0.5	6.2	0	grecia	europa	AAA	sin observaciones
12/1/2014	4.5	0.3	2.4	0	0	grecia	europa	AAA	sin observaciones
13/1/2014	5.1	-0.9	2.1	0	0	grecia	europa	BBB	sin observaciones
14/1/2014	4.2	-1.3	1.5	5.4	0	grecia	europa	BBB	sin observaciones
15/1/2014	1.9	-4.1	-1.1	0.2	0	grecia	europa	BBB	sin observaciones
16/1/2014	-0.5	-5.1	-2.8	0	0	grecia	europa	CCC	sin observaciones
17/1/2014	0.6	-5.2	-2.3	0	0.6	grecia	europa	CCC	sin observaciones
18/1/2014	2.4	-7	-2.3	0	0.2	grecia	europa	CCC	sin observaciones
19/1/2014	-2.2	-6.4	-4.3	0	1.4	grecia	europa	DDD	sin observaciones
20/1/2014	-6.4	-20.7	-13.6	0	1.6	grecia	europa	DDD	sin observaciones
21/1/2014	-19.1	-23.8	-21.5	0	0	grecia	europa	EEE	sin observaciones
22/1/2014	-17.6	-25.4	-21.5	0	0	grecia	europa	EEE	sin observaciones
23/1/2014	-17.5	-23.2	-20.4	0	0	grecia	europa	FFF	sin observaciones
24/1/2014	-9.7	-23.8	-16.8	0	0	grecia	europa	FFF	sin observaciones
25/1/2014	-5.3	-15.5	-10.4	0	2	grecia	europa		sin observaciones
26/1/2014	-13.8	-21.5	-17.7	0	0.4	grecia	europa	GGG	sin observaciones
27/1/2014	-6.4	-17.9	-12.2	0	5.6	grecia	europa	GGG	sin observaciones
28/1/2014	-10.8	-19.9	-15.4	0	0	grecia	europa	ZZZ	sin observaciones
29/1/2014	-9.6	-14.2	-11.9	0	0	grecia	europa	ZZZ	sin observaciones
30/1/2014	-4.4	-12.7	-8.6	0	0	grecia	europa	PPP	sin observaciones
31/1/2014	1.3	-7.1	-2.9	0	0	grecia	europa	OOO	sin observaciones
1/2/2014	-1.3	-10.9	-6.1	0	12	grecia	europa	KKK	sin observaciones
2/2/2014	-1.1	-7.9	-4.5	0	4.6	grecia	europa	HHH	sin observaciones
3/2/2014	-6.9	-15.3	-11.1	0	0	grecia	europa	YYY	sin observaciones
4/2/2014	-6.1	-16.8	-11.5	0	0	grecia	europa		sin observaciones
5/2/2014	-7.9	-15.6	-11.8	0	5.4	grecia	europa	TTT	sin observaciones
6/2/2014	-9.3	-20	-14.7	0	0.4	grecia	europa	RRR	sin observaciones
7/2/2014	-7.6	-12.9	-10.3	0	0	grecia	europa	JJJ	sin observaciones
8/2/2014	-5.7	-12.3	-9	0	0	grecia	europa	WWW	sin observaciones
9/2/2014	-7.1	-12.5	-9.8	0	1.4	grecia	europa	QQQ	sin observaciones
10/2/2014	-6.8	-16.1	-11.5	0	0.4	grecia	europa	NNN	sin observaciones
11/2/2014	-11.1	-19.6	-15.4	0	0	grecia	europa	NNN	sin observaciones
12/2/2014	-9.8	-23.1	-16.5	0	0	grecia	europa	NNN	sin observaciones
13/2/2014	-6.1	-18.4	-12.3	0	2	grecia	europa	AAA	sin observaciones
14/2/2014	-2.2	-6.1	-4.2	0	12.4	grecia	europa	AAA	sin observaciones
15/2/2014	-5.6	-11.8	-8.7	0	0	grecia	europa	AAA	sin observaciones
16/2/2014	-9.5	-15.8	-12.7	0	0	grecia	europa	BBB	sin observaciones
17/2/2014	-9.9	-17.4	-13.7	0	0	grecia	europa	BBB	sin observaciones
18/2/2014	-3.4	-15.6	-9.5	0	2.4	grecia	europa	BBB	sin observaciones
19/2/2014	1.5	-5.4	-2	0	0	grecia	europa	CCC	sin observaciones
20/2/2014	2.8	-4.9	-1.1	0	0	grecia	europa	CCC	sin observaciones
21/2/2014	4.2	-0.6	1.8	19.2	0	grecia	europa	CCC	sin observaciones
22/2/2014	6.1	-1.8	2.2	0	0	grecia	europa	DDD	sin observaciones
23/2/2014	1.7	-4.3	-1.3	0	0	grecia	europa	DDD	sin observaciones
24/2/2014	-4.3	-10.6	-7.5	0	0.2	grecia	europa	EEE	sin observaciones
25/2/2014	-9	-12.9	-11	0	0	grecia	europa	EEE	sin observaciones
26/2/2014	-9.7	-14.8	-12.3	0	1.6	grecia	europa	FFF	sin observaciones
27/2/2014	-6.9	-14.8	-10.9	0	0.4	grecia	europa	FFF	sin observaciones
28/2/2014	-12.1	-18.2	-15.2	0	0	grecia	europa		sin observaciones
1/3/2014	-3.4	-14.2	-8.8	0	2	grecia	europa	GGG	sin observaciones
2/3/2014	-5.5	-16.6	-11.1	0	0.6	grecia	europa	GGG	sin observaciones
3/3/2014	-13	-18.1	-15.6	0	0	grecia	europa	ZZZ	sin observaciones
4/3/2014	-11	-18.5	-14.8	0	1.4	grecia	europa	ZZZ	sin observaciones
5/3/2014	-9	-17.6	-13.3	0	0	grecia	europa	PPP	sin observaciones
6/3/2014	-6.9	-19.4	-13.2	0	0	grecia	europa	OOO	sin observaciones
7/3/2014	0.2	-17.8	-8.8	0	0	grecia	europa	KKK	sin observaciones
8/3/2014	3.3	-6.2	-1.5	0	0.8	grecia	europa	HHH	sin observaciones
9/3/2014	-3.8	-12.6	-8.2	0	3	grecia	europa	YYY	sin observaciones
10/3/2014	0.7	-5.4	-2.4	0	4	grecia	europa		sin observaciones
11/3/2014	5.2	0.2	2.7	0	0	grecia	europa	TTT	sin observaciones
12/3/2014	1.7	-11.9	-5.1	0	16.6	grecia	europa	RRR	sin observaciones
13/3/2014	-6.7	-15.6	-11.2	0	2.4	grecia	europa	JJJ	sin observaciones
14/3/2014	2.1	-16.7	-7.3	0	0	grecia	europa	WWW	sin observaciones
15/3/2014	4.6	-8.4	-1.9	0.2	0.2	grecia	europa	QQQ	sin observaciones
16/3/2014	-8.4	-14.1	-11.3	0	0	grecia	europa	NNN	sin observaciones
17/3/2014	-6.8	-16.8	-11.8	0	0	grecia	europa	NNN	sin observaciones
18/3/2014	-2.1	-13.8	-8	0	0	grecia	europa	NNN	sin observaciones
19/3/2014	3.2	-9	-2.9	1.4	0.4	grecia	europa	AAA	sin observaciones
20/3/2014	2.9	-0.3	1.3	2.4	0.2	grecia	europa	AAA	sin observaciones
21/3/2014	2.5	-3	-0.3	0	0.2	grecia	europa	AAA	sin observaciones
22/3/2014	0.6	-3.8	-1.6	0	9.6	grecia	europa	BBB	sin observaciones
23/3/2014	0	-13.6	-6.8	0	0	grecia	europa	BBB	sin observaciones
24/3/2014	-4.7	-16.5	-10.6	0	0	grecia	europa	BBB	sin observaciones
25/3/2014	-0.6	-11.7	-6.2	0	0	grecia	europa	CCC	sin observaciones
26/3/2014	-2.4	-10.4	-6.4	0	0	grecia	europa	CCC	sin observaciones
27/3/2014	-1.6	-13.1	-7.4	0	0.2	grecia	europa	CCC	sin observaciones
28/3/2014	4.1	-2.7	0.7	9.2	4.2	grecia	europa	DDD	sin observaciones
29/3/2014	3.2	0.5	1.9	0	0	grecia	europa	DDD	sin observaciones
30/3/2014	0.5	-1.4	-0.5	0	15.2	grecia	europa	EEE	sin observaciones
31/3/2014	6.2	-1.8	2.2	0	0	grecia	europa	EEE	sin observaciones
1/4/2014	5	-3.5	0.8	0	0	grecia	europa	FFF	sin observaciones
2/4/2014	5	1.2	3.1	0	0	grecia	europa	FFF	sin observaciones
3/4/2014	2.9	-2.2	0.4	0	0	grecia	europa		sin observaciones
4/4/2014	7	-3.4	1.8	16.8	0	grecia	europa	GGG	sin observaciones
5/4/2014	4.7	0.4	2.6	1.2	0	grecia	europa	GGG	sin observaciones
6/4/2014	7.1	-1.2	3	0	0	grecia	europa	ZZZ	sin observaciones
7/4/2014	13	-0.1	6.5	6.4	0	grecia	europa	ZZZ	sin observaciones
8/4/2014	5.2	2.6	3.9	22.6	0	grecia	europa	PPP	sin observaciones
9/4/2014	4.8	-0.9	2	0	0	grecia	europa	OOO	sin observaciones
10/4/2014	16.2	-1.6	7.3	4	0	grecia	europa	KKK	sin observaciones
11/4/2014	11.8	2.9	7.4	0	0	grecia	europa	HHH	sin observaciones
12/4/2014	14.3	1.5	7.9	0	0	grecia	europa	YYY	sin observaciones
13/4/2014	11.7	2.6	7.2	8.2	0	grecia	europa		sin observaciones
14/4/2014	24.5	2.2	13.4	9	0	grecia	europa	TTT	sin observaciones
15/4/2014	16.2	-5.1	5.6	8.6	0.4	grecia	europa	RRR	sin observaciones
16/4/2014	0.6	-7.3	-3.4	0	0	grecia	europa	JJJ	sin observaciones
17/4/2014	7.7	-2.9	2.4	0	0	grecia	europa	WWW	sin observaciones
18/4/2014	10.8	1.7	6.3	0	0	grecia	europa	QQQ	sin observaciones
19/4/2014	10.6	0.9	5.8	0.4	0	grecia	europa	NNN	sin observaciones
20/4/2014	14.1	-2.6	5.8	0	0	grecia	europa	NNN	sin observaciones
21/4/2014	19.2	7.4	13.3	1.2	0	grecia	europa	NNN	sin observaciones
22/4/2014	12.7	7	9.9	10.4	0	grecia	europa	AAA	sin observaciones
23/4/2014	11.8	3.6	7.7	0	0	grecia	europa	AAA	sin observaciones
24/4/2014	13.2	1.4	7.3	0	0	grecia	europa	AAA	sin observaciones
25/4/2014	11.9	-0.3	5.8	0	0	grecia	europa	BBB	sin observaciones
26/4/2014	8.4	2.8	5.6	11.4	0	grecia	europa	BBB	sin observaciones
27/4/2014	10.4	2.3	6.4	2	0	grecia	europa	BBB	sin observaciones
28/4/2014	12.3	1.8	7.1	0	0	grecia	europa	CCC	sin observaciones
29/4/2014	16.5	5.7	11.1	2.8	0	grecia	europa	CCC	sin observaciones
30/4/2014	10.6	5.1	7.9	30.8	0	grecia	europa	CCC	sin observaciones
1/5/2014	16.1	6.1	11.1	8.2	0	grecia	europa	DDD	sin observaciones
2/5/2014	13	8.1	10.6	0.6	0	grecia	europa	DDD	sin observaciones
3/5/2014	16.3	7.9	12.1	0.8	0	grecia	europa	EEE	sin observaciones
4/5/2014	12	7.3	9.7	19.4	0	grecia	europa	EEE	sin observaciones
5/5/2014	13.4	6.3	9.9	0	0	grecia	europa	FFF	sin observaciones
6/5/2014	15	4.2	9.6	0	0	grecia	europa	FFF	sin observaciones
7/5/2014	15.8	3.2	9.5	0	0	grecia	europa		sin observaciones
8/5/2014	16.8	5.2	11	0	0	grecia	europa	GGG	sin observaciones
9/5/2014	20.8	8.8	14.8	4.2	0	grecia	europa	GGG	sin observaciones
10/5/2014	23.8	11.9	17.9	4.4	0	grecia	europa	ZZZ	sin observaciones
11/5/2014	21.9	11.4	16.7	0	0	grecia	europa	ZZZ	sin observaciones
12/5/2014	22.4	9.1	15.8	0	0	grecia	europa	PPP	sin observaciones
13/5/2014	18.4	8.3	13.4	1.4	0	grecia	europa	OOO	sin observaciones
14/5/2014	24.9	13.6	19.3	0	0	grecia	europa	KKK	sin observaciones
15/5/2014	28.2	17.5	22.9	0	0	grecia	europa	HHH	sin observaciones
16/5/2014	22.2	10.3	16.3	29.8	0	grecia	europa	YYY	sin observaciones
17/5/2014	15.4	8.3	11.9	10.8	0	grecia	europa		sin observaciones
18/5/2014	16.6	6.3	11.5	0	0	grecia	europa	TTT	sin observaciones
19/5/2014	20.2	9.2	14.7	0	0	grecia	europa	RRR	sin observaciones
